1	(256,256)	103.1287
2	(256,256)	102.7584
3	(255,255)	103.2898
4	(255,255)	103.5497
5	(254,255)	107.0112
6	(253,255)	109.5616
7	(253,254)	144.9366
8	(250,252)	207.3193
9	(251,250)	202.7231
10	(251,250)	216.3928
11	(252,247)	222.1401
12	(252,247)	217.6112
13	(253,246)	221.9412
14	(254,245)	225.0704
15	(254,244)	221.7310
16	(254,244)	217.7724
17	(255,243)	213.3775
18	(255,243)	212.3565
19	(255,243)	210.9665
20	(255,242)	206.7379
21	(255,242)	203.3990
22	(256,241)	201.3472
23	(256,240)	203.0476
24	(256,239)	198.1280
25	(257,237)	195.6954
26	(257,236)	191.6853
27	(257,236)	187.0708
28	(257,235)	181.1602
29	(256,235)	176.0005
30	(256,234)	189.1376
31	(256,232)	204.1650
32	(257,228)	194.5904
33	(257,228)	187.3742
34	(258,227)	181.7270
35	(258,226)	173.4132
36	(257,224)	174.2883
37	(257,222)	166.8576
38	(256,222)	161.3359
39	(256,222)	161.2782
40	(256,219)	155.5928
41	(255,219)	153.1395
42	(255,218)	150.0097
43	(255,218)	145.8374
44	(254,217)	137.6768
45	(254,217)	129.9085
46	(254,218)	122.8216
47	(254,217)	118.7141
48	(255,218)	168.0114
49	(252,215)	169.1942
50	(252,215)	166.3586
51	(252,214)	164.1084
52	(252,214)	159.7599
53	(251,212)	174.2283
54	(250,209)	168.6286
55	(248,207)	168.1335
56	(248,206)	166.6425
57	(248,206)	170.4815
58	(248,206)	174.2331
59	(248,206)	179.2173
60	(248,206)	185.1957
61	(248,206)	191.6533
62	(248,205)	195.9545
63	(248,205)	197.4885
64	(248,204)	199.8129
65	(248,204)	201.6373
66	(248,204)	207.0336
67	(248,204)	210.8990
68	(248,203)	213.0208
69	(248,203)	217.9495
70	(247,203)	225.3111
71	(247,203)	230.8736
72	(247,203)	234.1302
73	(248,202)	234.2622
74	(248,202)	234.5688
75	(248,202)	231.6899
76	(249,202)	224.5190
77	(249,202)	219.4464
78	(248,202)	215.3537
79	(248,202)	212.7721
80	(248,202)	209.8360
81	(248,202)	207.2534
82	(248,202)	206.5481
83	(248,202)	205.2143
84	(247,202)	206.5508
85	(248,202)	203.4159
86	(248,202)	194.9037
87	(248,202)	189.3344
88	(248,202)	182.5124
89	(248,202)	175.1690
90	(248,202)	168.3515
91	(248,202)	134.9988
92	(248,203)	132.0049
93	(250,202)	130.3223
94	(250,202)	129.1325
95	(250,202)	128.4261
96	(250,202)	127.3695
97	(250,202)	127.0717
98	(250,201)	125.0562
99	(250,201)	121.4739
100	(250,201)	116.5437
101	(249,201)	111.2323
102	(249,201)	106.2417
103	(249,201)	92.7533
104	(250,200)	95.2770
105	(251,200)	99.3032
106	(250,200)	100.0778
107	(249,200)	97.4276
108	(250,200)	99.4743
109	(251,200)	104.2647
110	(249,200)	101.7775
111	(248,200)	96.4450
112	(249,199)	98.5005
113	(249,199)	95.5431
114	(248,199)	94.5020
115	(249,198)	95.0375
116	(250,198)	98.1000
117	(250,198)	99.9499
118	(249,198)	102.7442
119	(249,198)	105.2851
120	(248,198)	103.5929
121	(247,198)	99.1093
122	(248,198)	97.7645
123	(249,198)	103.3792
124	(250,197)	110.8022
125	(250,197)	118.0654
126	(249,197)	120.6396
127	(248,197)	122.1818
128	(247,197)	125.0505
129	(248,196)	129.7760
130	(249,196)	130.8316
131	(248,195)	128.3027
132	(249,195)	126.2728
133	(249,195)	127.1379
134	(249,195)	124.5883
135	(248,195)	106.6167
136	(249,194)	104.4282
137	(251,194)	111.9111
138	(252,194)	118.8907
139	(251,193)	122.6774
140	(250,193)	122.0459
141	(249,193)	121.0549
142	(249,193)	121.1067
143	(249,193)	121.0838
144	(249,193)	103.2575
145	(249,192)	100.8236
146	(249,192)	95.9554
147	(247,192)	91.1687
148	(248,192)	89.5480
149	(248,192)	113.1371
150	(246,191)	112.1645
151	(245,191)	109.4921
152	(245,191)	105.9759
153	(245,191)	108.3886
154	(247,191)	111.2086
155	(246,191)	112.5464
156	(246,191)	114.4575
157	(246,191)	86.8147
158	(245,190)	83.2286
159	(246,190)	85.4285
160	(247,190)	91.8261
161	(247,190)	96.6130
162	(246,189)	101.4481
163	(247,189)	106.8516
164	(246,189)	110.8565
165	(245,189)	112.2350
166	(243,188)	108.4237
167	(243,188)	103.4906
168	(243,188)	99.8101
169	(243,188)	95.4683
170	(244,188)	94.4163
171	(244,188)	94.2751
172	(245,188)	95.7113
173	(245,187)	97.6880
174	(245,187)	98.7178
175	(245,187)	100.1304
176	(245,187)	102.7651
177	(245,187)	104.6347
178	(244,186)	101.3186
179	(243,186)	97.2050
180	(243,186)	93.2153
181	(244,186)	91.6878
182	(244,186)	91.4526
183	(244,185)	92.0104
184	(244,185)	93.3705
185	(245,185)	96.7331
186	(245,185)	103.7909
187	(247,185)	112.4603
188	(246,185)	114.9525
189	(245,184)	118.2087
190	(245,184)	119.0278
191	(244,184)	102.1378
192	(244,183)	102.3215
193	(244,183)	100.5046
194	(243,183)	95.9951
195	(242,183)	90.8449
196	(243,183)	87.7560
197	(243,183)	86.4743
198	(244,182)	89.0763
199	(245,183)	95.7561
200	(247,183)	102.7371
201	(246,182)	105.0877
202	(244,182)	105.4050
203	(243,182)	103.6851
204	(243,182)	100.4820
205	(243,182)	101.2625
206	(245,182)	104.1258
207	(245,182)	106.0094
208	(244,181)	106.2163
209	(243,181)	102.0746
210	(243,181)	88.9041
211	(243,181)	86.8014
212	(244,180)	86.4491
213	(244,181)	86.0712
214	(244,180)	87.4778
215	(244,180)	88.6440
216	(244,180)	87.2462
217	(243,180)	87.1672
218	(244,180)	88.6083
219	(244,180)	92.0444
220	(245,180)	93.7213
221	(244,179)	93.5345
222	(243,179)	94.5989
223	(244,179)	95.1281
224	(244,179)	96.3548
225	(244,179)	99.3414
226	(244,179)	103.0511
227	(245,179)	108.4262
228	(243,179)	108.6717
229	(242,178)	104.5938
230	(242,178)	100.7722
231	(241,178)	95.4096
232	(242,177)	90.3509
233	(242,177)	86.5060
234	(243,177)	92.2079
235	(244,178)	107.3201
236	(243,177)	105.6643
237	(242,177)	103.8166
238	(241,177)	81.9015
239	(242,177)	111.7651
240	(244,177)	113.2676
241	(242,176)	74.0071
242	(243,177)	109.9500
243	(242,176)	104.8715
244	(240,176)	97.1059
245	(240,176)	89.4310
246	(242,177)	84.5282
247	(242,177)	83.5908
248	(243,177)	134.5203
249	(242,176)	129.5715
250	(240,176)	127.8875
251	(241,176)	128.2559
252	(242,176)	128.8407
253	(242,176)	132.3940
254	(243,176)	136.7339
255	(243,176)	141.0892
256	(243,176)	142.6473
257	(243,175)	142.0957
258	(243,175)	141.5392
259	(243,175)	139.7065
260	(243,175)	138.3606
261	(243,175)	141.9394
262	(244,175)	143.1942
263	(243,175)	143.7552
264	(243,175)	145.6435
265	(243,175)	147.2580
266	(244,175)	149.5425
267	(243,175)	151.5979
268	(244,175)	155.6583
269	(245,176)	158.7911
270	(245,175)	158.2436
271	(245,175)	156.6896
272	(245,175)	154.6140
273	(245,175)	133.2897
274	(245,175)	129.3255
275	(245,175)	124.6834
276	(245,175)	110.7458
277	(246,176)	107.2911
278	(247,176)	105.1801
279	(247,176)	102.1673
280	(247,176)	98.2273
281	(246,175)	90.3188
282	(246,176)	85.4711
283	(248,176)	141.6904
284	(248,176)	148.7903
285	(248,176)	164.6373
286	(249,176)	171.7905
287	(249,176)	175.5497
288	(249,175)	175.8527
289	(250,175)	173.6143
290	(250,175)	167.6411
291	(250,175)	152.6722
292	(250,176)	155.2595
293	(251,176)	158.6864
294	(251,176)	161.1478
295	(250,176)	167.2438
296	(251,176)	170.3827
297	(251,176)	173.9079
298	(251,176)	174.5850
299	(251,176)	175.0997
300	(251,176)	175.8635
301	(251,176)	173.4315
302	(251,176)	162.5682
303	(251,176)	121.8659
304	(252,177)	113.4573
305	(251,177)	106.1663
306	(252,177)	101.9007
307	(253,177)	133.0203
308	(253,176)	145.8416
309	(254,176)	143.3443
310	(253,176)	137.0828
311	(254,177)	136.3845
312	(255,177)	139.1880
313	(255,177)	140.1506
314	(255,177)	142.1225
315	(255,177)	161.1867
316	(256,177)	166.3236
317	(257,177)	170.3412
318	(257,177)	173.0307
319	(256,177)	145.6879
320	(258,177)	136.5005
321	(258,178)	142.6561
322	(258,178)	140.2102
323	(257,177)	136.4796
324	(257,177)	131.3710
325	(257,178)	116.8497
326	(257,178)	112.0652
327	(258,178)	113.3193
328	(259,178)	83.4341
329	(258,178)	84.8668
330	(260,179)	87.2113
331	(259,179)	102.8608
332	(258,178)	96.3861
333	(258,179)	91.8843
334	(259,179)	108.3364
335	(260,179)	113.9371
336	(260,179)	113.1589
337	(260,179)	108.6677
338	(260,179)	108.0112
339	(261,180)	112.1029
340	(261,180)	113.8114
341	(260,180)	110.5851
342	(260,180)	106.8434
343	(260,180)	109.9663
344	(261,180)	109.7293
345	(260,180)	104.7669
346	(260,180)	105.5243
347	(261,181)	106.3513
348	(261,181)	110.5783
349	(262,181)	112.9659
350	(260,180)	110.2372
351	(261,180)	112.6557
352	(262,181)	113.0621
353	(261,180)	110.1316
354	(260,180)	103.7157
355	(260,180)	97.7333
356	(260,180)	128.3173
357	(261,180)	116.0768
358	(262,180)	119.2869
359	(262,181)	116.8678
360	(262,180)	115.1389
361	(263,180)	115.2109
362	(262,180)	114.4605
363	(263,180)	114.7280
364	(263,180)	114.7321
365	(263,180)	115.6288
366	(263,180)	119.2482
367	(264,181)	124.8276
368	(264,180)	131.6671
369	(264,180)	132.6372
370	(262,180)	111.1330
371	(263,180)	110.6795
372	(263,180)	110.0654
373	(263,180)	110.1781
374	(263,180)	110.4236
375	(263,180)	110.1917
376	(263,180)	110.5851
377	(263,180)	113.3462
